Id,County,Lat,Lon,d
727967,4013,33.434684,-112.835051,4231
727971,4013,32.968848,-112.824243,570
727976,4013,33.31147,-112.782091,5095
727981,4013,33.369835,-112.747504,2
727941,4013,33.047748,-113.044732,1862
727990,4013,32.940746,-112.730211,2
728004,4013,33.357945,-112.682655,5328
728035,4013,33.375239,-112.592946,4
728059,4013,33.338491,-112.498914,4313
728067,4013,33.225004,-112.475136,4663
728076,4013,33.419553,-112.451358,8481
727983,4013,33.18069,-112.739939,4
728062,4013,33.333086,-112.49351,1168
727614,4015,34.882992,-114.595718,2
727620,4015,35.033227,-114.576263,27
727619,4015,34.900285,-114.583829,640
727669,4015,34.504703,-114.360098,4
728975,4017,33.802165,-109.955729,5
728957,4017,34.362033,-110.051923,4
728942,4017,34.29178,-110.164329,5
728937,4017,36.698781,-110.208643,4
728901,4017,34.681958,-110.625842,4
728928,4017,35.853574,-110.312402,5
728920,4017,34.558744,-110.399949,4
728922,4017,35.609307,-110.367524,4
728924,4017,34.546855,-110.359958,4
728926,4017,34.573875,-110.350231,2
728915,4017,34.571714,-110.41508,2
728902,4017,34.654937,-110.596659,4
728903,4017,34.653857,-110.583689,4
728912,4017,34.595492,-110.444263,4
728873,4019,32.114995,-110.870108,5
728880,4019,32.090136,-110.805259,2
728867,4019,32.277119,-110.909018,4
728878,4019,32.289008,-110.823633,4
728907,4019,32.482476,-110.487496,4
728890,4019,32.247937,-110.745813,4
728758,4019,32.384121,-111.276499,5
728812,4019,32.351696,-111.110052,2
728767,4019,32.172279,-111.258125,2
728798,4019,32.429515,-111.168417,4
728768,4019,32.290089,-111.257044,4
728770,4019,32.185249,-111.248398,5
728775,4019,32.191734,-111.23759,4
728777,4019,32.326837,-111.231105,2
728780,4019,32.197138,-111.217054,2
728783,4019,32.152824,-111.204084,2
728784,4019,32.16147,-111.201922,2
728820,4019,32.306301,-111.08087,4
728735,4019,32.309544,-111.343511,4
728736,4019,32.092297,-111.337026,5
728787,4019,31.695634,-111.195437,4
728859,4019,32.217673,-110.945766,4
728856,4019,31.892345,-110.952251,5
728855,4019,31.929093,-110.956575,4
728847,4019,32.272796,-110.982514,4
728760,4019,32.337645,-111.273257,2
728747,4019,32.106348,-111.317571,4
728764,4019,32.348453,-111.260287,5
728829,4019,32.403576,-111.057091,8904
728821,4019,32.363585,-111.071142,4
728793,4019,32.177683,-111.184629,2
728794,4019,32.433839,-111.184629,4
728738,4019,32.442485,-111.335945,2
728686,4021,32.929938,-111.511039,4
728693,4021,32.795916,-111.491584,5
728698,4021,33.132053,-111.459159,2
728688,4021,33.10179,-111.506715,8160
728655,4021,32.818613,-111.600747,2593
728617,4021,33.071526,-111.683971,10540
728606,4021,32.774299,-111.706668,6431
728595,4021,32.573265,-111.722881,4
728680,4021,32.754844,-111.544544,1926
728656,4021,32.671621,-111.598586,5
728651,4021,33.192579,-111.605071,6424
728647,4021,32.884543,-111.621283,6050
728629,4021,32.894271,-111.650465,4
728657,4021,32.888867,-111.597505,2052
728658,4021,32.795916,-111.596424,4
728663,4021,33.188256,-111.587777,4
728664,4021,33.030455,-111.586697,2
728669,4021,32.885624,-111.572646,2
728670,4021,33.25959,-111.569403,3902
728625,4021,33.194741,-111.660193,3422
728674,4021,33.076931,-111.561838,4
728675,4021,32.771057,-111.559676,4
728678,4021,33.16772,-111.548868,2586
728679,4021,32.640277,-111.546706,2274
728238,4021,32.896432,-112.073069,9959
728562,4021,33.061799,-111.78773,4
728198,4021,32.902917,-112.130352,3880
728386,4021,33.041263,-111.922834,7603
728388,4021,33.129891,-111.920672,9349
728382,4021,33.065041,-111.927157,5
728376,4021,32.912645,-111.93148,3402
728335,4021,33.11584,-111.962824,2
728330,4021,32.658651,-111.964986,5296
728199,4021,33.011,-112.129271,5
728251,4021,32.89319,-112.052533,2
728288,4021,32.946151,-111.997411,5
728195,4021,33.054233,-112.138999,3269
728421,4021,32.693237,-111.899055,10466
728505,4021,32.866169,-111.840691,2628
728541,4021,32.856442,-111.808266,4
728569,4021,33.125568,-111.775841,9321
728461,4021,33.025051,-111.872035,1777
728676,4021,33.22068,-111.551029,6254
728841,4023,31.431912,-111.011697,4
728845,4023,31.491358,-111.000888,2
728852,4023,31.426508,-110.961979,4
728910,4023,31.631865,-110.461556,2
728872,4023,31.382194,-110.87227,4
728877,4023,31.340042,-110.850654,2
728831,4023,31.569177,-111.048445,4
728822,4023,31.663209,-111.070061,9
727957,4025,34.274486,-112.931245,4
727951,4025,34.256112,-112.969074,5
727950,4025,34.251789,-112.97772,5
727932,4025,34.002118,-113.166865,4
727927,4025,34.010765,-113.172269,2
727924,4025,34.010765,-113.177673,9
727952,4025,34.261517,-112.960427,4
727919,4025,34.020492,-113.203613,5
727733,4027,32.646762,-114.147175,7947
736802,5007,36.437221,-94.433978,228
736782,5007,36.393987,-94.440463,122
736776,5007,36.43614,-94.441544,89
736751,5007,36.395068,-94.45019,200
736705,5007,36.243753,-94.469645,516
736686,5007,36.20052,-94.477211,211
736512,5007,36.46316,-94.551788,49
736511,5007,36.224298,-94.551788,290
736442,5007,36.316168,-94.574485,532
736812,5007,36.362644,-94.431816,67
736841,5007,36.351835,-94.417765,82
737587,5007,36.246995,-94.120538,538
737908,5007,36.473969,-93.984354,102
737011,5007,36.443706,-94.347512,210
736936,5007,36.268612,-94.378856,67
738098,5007,36.475049,-93.893564,237
737474,5007,36.232944,-94.168094,77
739276,5009,36.456675,-93.09051,120
739521,5009,36.173499,-92.971619,62
738647,5015,36.343189,-93.574721,140
738851,5015,36.441544,-93.423405,15
738867,5015,36.400472,-93.410435,97
738964,5015,36.27942,-93.342343,286
738987,5015,36.272935,-93.327211,15
738814,5015,36.377775,-93.453668,122
739022,5015,36.347512,-93.298029,7
739265,5019,34.038866,-93.100238,281
742365,5025,33.735154,-92.001037,13
740973,5025,33.984825,-92.452823,13
739234,5027,33.223923,-93.12942,126
739878,5029,35.19427,-92.827869,614
740647,5029,35.435294,-92.564148,104
737230,5033,35.41692,-94.256722,259
741005,5045,34.982428,-92.443095,738
741464,5045,34.99864,-92.295022,303
741677,5045,35.193189,-92.224768,62
741848,5045,35.309918,-92.166404,518
738015,5047,35.340182,-93.935717,109
738026,5047,35.256958,-93.930313,503
738381,5047,35.397465,-93.751976,211
737695,5047,35.383415,-94.077305,20
742875,5049,36.492343,-91.84756,66
743703,5049,36.252399,-91.584919,266
742524,5049,36.401553,-91.957804,93
742477,5049,36.452352,-91.972936,49
742370,5049,36.435059,-91.999956,109
738476,5057,33.615182,-93.688207,627
739496,5059,34.193424,-92.984589,118
746675,5077,34.76302,-90.747278,9
743678,5079,33.99131,-91.592485,259
737807,5083,35.192108,-94.024345,97
738352,5083,35.11537,-93.762784,100
738215,5083,35.251554,-93.846008,97
742496,5085,34.812738,-91.96537,795
742605,5085,34.86786,-91.937268,405
742956,5085,34.996479,-91.823781,97
743315,5085,34.596573,-91.701648,106
738188,5087,36.18755,-93.855736,56
737984,5087,35.828715,-93.95301,128
738080,5087,36.134589,-93.904373,204
738216,5087,36.264288,-93.846008,7
738485,5087,36.132427,-93.682803,146
738295,5087,36.243753,-93.800613,118
738428,5087,36.011375,-93.721713,259
738471,5087,36.028668,-93.69145,106
737879,5091,33.480079,-93.997324,118
738649,5097,34.380407,-93.57364,131
737317,5113,34.637644,-94.222136,7
736943,5113,34.302588,-94.376694,16
741029,5125,34.607381,-92.43661,131
736869,5127,34.798687,-94.404795,89
737588,5127,34.895962,-94.119457,89
737640,5127,34.888396,-94.09676,126
737653,5127,34.876507,-94.090275,66
737628,5127,35.049439,-94.103245,20
740299,5129,35.754138,-92.684119,97
740348,5129,35.850332,-92.668988,56
740370,5129,35.92707,-92.661422,113
740820,5129,35.967061,-92.509026,62
740591,5141,35.526084,-92.585764,255
737516,5143,36.210247,-94.14972,53
737464,5143,35.949768,-94.171337,53
737800,5143,36.031911,-94.027587,67
736891,5143,36.05785,-94.396149,284
736871,5143,36.032991,-94.403715,199
736710,5143,36.034072,-94.467483,221
736652,5143,35.934636,-94.490181,64
736647,5143,35.962738,-94.492342,49
736615,5143,36.061093,-94.505312,58
737349,5143,35.988677,-94.212408,140
737201,5143,36.145397,-94.268611,47
737130,5143,36.120538,-94.29239,117
736574,5143,36.064335,-94.525848,49
736597,5143,36.042719,-94.516121,171
743589,5145,35.105642,-91.618424,44
742593,5145,35.268847,-91.940511,62
742552,5145,35.064571,-91.950238,9
742930,5145,35.415839,-91.830266,108
743187,5145,35.294787,-91.741639,210
742427,5145,35.296948,-91.985905,299
725142,6001,37.636938,-121.557322,2
725109,6001,37.735293,-121.728093,2
725483,6005,38.277868,-121.016909,5
725579,6005,38.341637,-120.912069,2
725071,6007,39.843986,-121.912914,4
725053,6007,39.845067,-121.952905,20
725162,6007,39.370584,-121.522736,4
725159,6007,39.371665,-121.533544,4
725090,6007,39.826693,-121.84158,634
725091,6007,39.829935,-121.838337,2
725176,6007,39.41706,-121.477341,2
725097,6007,39.41706,-121.779973,5
725111,6007,39.594315,-121.709719,4
725100,6007,39.462454,-121.769164,4
725103,6007,39.520819,-121.751871,4
725104,6007,39.654841,-121.749709,5
725225,6007,39.41706,-121.367097,5
725124,6007,39.308977,-121.649192,20
725123,6007,39.649437,-121.665405,20
725122,6007,39.599719,-121.666486,5
725120,6007,39.57486,-121.669728,4
725135,6007,39.461373,-121.585424,4
725134,6007,39.653761,-121.59407,4
725092,6007,39.699155,-121.829691,22
725115,6007,39.584588,-121.693506,4
725570,6009,38.189241,-120.916392,2
725576,6009,38.109259,-120.91423,2
725789,6009,37.957944,-120.65267,2
725089,6011,38.951223,-121.84158,4
725040,6011,39.170631,-121.98641,73
725031,6011,39.072276,-122.017754,2
725004,6011,39.22143,-122.058826,89
724922,6011,39.07768,-122.185283,5
724849,6011,39.078761,-122.282557,2
724867,6011,39.166308,-122.26094,4
724913,6011,39.085246,-122.196091,7
725128,6013,37.928761,-121.627576,2
725121,6013,38.04441,-121.668647,4
725127,6013,37.907145,-121.638384,15
723748,6015,41.905122,-124.164276,864
723779,6015,41.857566,-124.112396,1638
723768,6015,41.951598,-124.136175,13
723764,6015,41.91485,-124.141579,164
723760,6015,41.882425,-124.154549,171
723758,6015,41.864051,-124.155629,7
723756,6015,41.885668,-124.15671,13
723752,6015,41.86297,-124.159953,237
723749,6015,41.814333,-124.161034,866
723745,6015,41.906203,-124.167519,361
723743,6015,41.895395,-124.16968,13
723740,6015,41.920254,-124.171842,7377
723738,6015,41.893233,-124.174004,168
723791,6015,41.839192,-124.074567,164
723798,6015,41.697604,-124.02593,574
725603,6017,38.697229,-120.886129,2
725598,6017,38.682097,-120.889371,2
725562,6017,38.67237,-120.931524,4
725537,6017,38.552398,-120.955302,2
725605,6017,38.669128,-120.880725,2
725536,6017,38.647511,-120.958544,2
725523,6017,38.648592,-120.980161,2
725520,6017,38.579419,-120.984484,4
725524,6017,38.594551,-120.97908,2
725501,6017,38.676693,-121.003939,2
725488,6017,38.581581,-121.012586,2
725533,6017,38.64643,-120.961787,4
725530,6017,38.55456,-120.96611,2
725527,6017,38.684259,-120.974757,4
725606,6017,38.6594,-120.879644,4
725792,6017,38.59347,-120.65159,4
725752,6017,38.601035,-120.701308,2
725622,6017,38.663723,-120.855866,2
725621,6017,38.675613,-120.859108,2
726139,6019,36.75066,-120.072266,4816
726143,6019,36.549627,-120.06362,4895
726144,6019,36.646901,-120.06362,2
725987,6019,36.72364,-120.40408,5308
726153,6019,36.810106,-120.039842,2
726220,6019,36.814429,-119.9069,2
726222,6019,36.406957,-119.903657,1276
726225,6019,36.488019,-119.901496,2150
726227,6019,36.662032,-119.895011,5106
726240,6019,36.51504,-119.851778,2251
726218,6019,36.824156,-119.910142,20
726271,6019,36.526929,-119.778282,18
726273,6019,36.682568,-119.777201,4312
726280,6019,36.897653,-119.768554,4
726282,6019,36.516121,-119.762069,2422
726287,6019,36.601506,-119.755584,241
726288,6019,36.556111,-119.751261,884
726292,6019,36.777681,-119.727483,2
726293,6019,36.421008,-119.72424,3510
726248,6019,36.403715,-119.833404,16
726156,6019,36.536657,-120.036599,3231
726162,6019,36.297794,-120.021468,4095
726166,6019,36.667437,-120.012821,5452
726170,6019,36.64582,-120.008498,2
726172,6019,36.577728,-120.007417,3231
726177,6019,36.59286,-119.994447,4
726181,6019,36.779843,-119.989043,2
726185,6019,36.611234,-119.982558,3185
726196,6019,36.477211,-119.954456,4
726197,6019,36.51504,-119.952295,18
726200,6019,36.549627,-119.947971,3196
726206,6019,36.649063,-119.940406,18
726211,6019,36.731205,-119.936082,2870
726183,6019,36.55395,-119.984719,623
726133,6019,36.285905,-120.086317,3236
725869,6019,36.630689,-120.565123,3843
726072,6019,36.68473,-120.224663,4162
726077,6019,36.164852,-120.219259,1629
726080,6019,36.437221,-120.210612,2870
725970,6019,36.549627,-120.425697,18
726090,6019,36.524768,-120.187915,2
726065,6019,36.761469,-120.241956,67
726064,6019,36.509636,-120.241956,4787
726062,6019,36.082709,-120.24628,4341
725984,6019,36.389664,-120.408404,2015
726000,6019,36.143236,-120.37814,2
726009,6019,36.20052,-120.355443,682
725977,6019,36.578809,-120.421373,5082
726017,6019,36.50207,-120.339231,3300
726031,6019,36.249157,-120.316533,133
726032,6019,36.488019,-120.313291,3382
726034,6019,36.369128,-120.304644,2921
726048,6019,36.512878,-120.270058,549
726053,6019,36.479373,-120.263573,1409
726058,6019,36.565839,-120.251684,2775
726060,6019,36.739852,-120.24736,3140
726092,6019,36.571243,-120.185753,5361
726097,6019,36.372371,-120.173864,20
725903,6019,36.820914,-120.506759,3187
726122,6019,36.673922,-120.118742,2283
725891,6019,36.809025,-120.531618,2631
725881,6019,36.100003,-120.545668,3882
725876,6019,36.777681,-120.555396,651
725873,6019,36.675002,-120.562962,1848
725995,6019,36.704185,-120.384625,4341
726121,6019,36.440463,-120.121984,1660
726099,6019,36.252399,-120.170622,5733
726103,6019,36.265369,-120.159813,18
726104,6019,36.687972,-120.159813,5585
726294,6019,36.441544,-119.72424,3171
726117,6019,36.551788,-120.128469,3229
725921,6019,36.663113,-120.485142,559
726118,6019,36.770115,-120.126308,2870
726119,6019,36.791732,-120.125227,4357
726095,6019,36.624204,-120.176026,5558
726474,6019,36.639335,-119.397831,3406
726317,6019,36.830641,-119.659391,73
726492,6019,36.760388,-119.369729,3661
726521,6019,36.615557,-119.31893,20
726558,6019,36.777681,-119.260566,51
726324,6019,36.483696,-119.639936,3495
726328,6019,36.522606,-119.628047,3224
726336,6019,36.6977,-119.60643,450
726337,6019,36.59394,-119.605349,2662
726353,6019,36.588536,-119.570763,18
726356,6019,36.589617,-119.56752,169
726358,6019,36.836046,-119.564278,118
726361,6019,36.647982,-119.559955,3056
726378,6019,36.646901,-119.541581,5631
726390,6019,36.824156,-119.528611,4962
726399,6019,36.792813,-119.51456,2994
724826,6021,39.671054,-122.308497,2436
724967,6021,39.748873,-122.115029,2174
725014,6021,39.449484,-122.039371,997
724981,6021,39.598638,-122.085846,3138
724985,6021,39.581345,-122.081523,2597
724988,6021,39.658084,-122.080442,481
725018,6021,39.433272,-122.033967,508
